2.317660575022673086e-02,-7.531337479491817533e-02,1.734002598736017475e-02,-7.286300332367279253e-02,-7.235670536686544807e-02,-1.541432823407893338e-01,2.654725345175279472e-02,3.609232234060222311e-02,8.210931403749732738e-03,-2.034711817959760083e-01
-5.791414499478619859e-04,-6.886130031543924446e-02,1.439382888933451454e-01,4.297487367650898449e-02,-6.112421282151370150e-02,4.756093798492599944e-02,-6.647379601883862676e-02,1.106275674911856299e-01,-9.120929412088774058e-02,-1.329024002061487408e-01
-1.368032815710051864e-02,6.614469205280659736e-02,2.456347441207229476e-02,-3.498372346416545042e-02,-1.303228475072302217e-01,2.263589513287969091e-01,-1.124977135198932388e-01,-1.190005716154907134e-02,-2.439852762367067385e-02,-3.736876111240583498e-02
8.403282385507959695e-02,-2.931709078866617801e-02,-8.754618267421321320e-02,-6.265457493413073564e-02,3.137583682816114106e-02,5.026033548312724974e-02,-6.623500902719037242e-02,-4.572189198514919894e-02,-1.414766127595790124e-01,-2.261730011192675249e-02
-2.957772470259258490e+00,2.961987420551182026e-02,5.453544977932878179e-02,-6.478307280958883752e-02,4.593394604426537242e-02,2.432757870854995730e-02,-6.685499373188186212e-02,3.760749264759705168e-02,5.536085778000643387e-02,3.857599892910701378e-02
-8.086295225593254088e-02,-1.143696053639118304e-01,7.865764707876099493e-02,1.495743058686738181e-02,-1.006582557370307995e-01,-1.673195502547653035e-02,-1.356422174266258551e-01,1.549657557243788730e-04,1.711690006843125111e-02,-1.031303217518573234e-01
-3.920574819172450987e-02,-9.710295245767763817e-02,-6.458280254901449524e-02,9.409891229902100918e-02,4.294878851343941761e-02,1.206387167902338575e-01,9.685526989019166422e-02,-8.440274957509252829e-02,1.196366315203789554e-02,-5.477096907457301711e-02
-1.349380828872881466e-02,-3.062561098658100889e-02,-7.903930837576567114e-02,9.435802120326197695e-02,1.386101946190265721e-03,3.396973023912419620e-02,-1.335864627811540473e-01,4.209043816887092504e-02,-8.657892990047333370e-02,5.716358022152578933e-02
-2.031055841893447678e-02,-2.897363888787474195e-02,-6.703339082063752841e-02,1.497990619258759981e-02,-5.959396817054862794e-02,1.641356730203367142e-01,-1.435986146854499879e-01,-7.709395539237462458e-02,8.347523688298696953e-02,2.928754282503209794e-02
-6.241255096241360434e-02,1.407643679547914140e-01,1.303369654034813863e-01,-1.200323809098096106e-01,1.478095543294921654e-02,1.324008388751973797e-02,2.543572242276104234e-02,-3.754593398753058864e-02,-3.514736169424281798e-02,5.447801477432623329e-02
-8.229183466711198491e-02,-3.476479402185894685e-02,3.486643356712582076e-02,2.126610587388699791e-02,-4.036953441604929083e-02,1.513466300127803699e-01,-8.937286390792920088e-02,-3.302087411903187331e-02,-7.917477677089479471e-02,3.504033666127215341e-02
-2.610977405107117733e-02,1.069576027180536570e-01,-3.314156853410032966e-02,3.976331694578533194e-03,-3.561967132261756319e-02,-6.902652638444717326e-02,3.076364933005848457e-02,4.194367297154499852e-04,-4.925902312000385308e-02,2.077473510831332748e-01
-8.067243583968242149e-02,-8.545275371353078242e-03,2.273174878115296338e-01,3.237270754011589702e-03,6.030851819346860765e-02,4.726496209022190698e-02,-9.850396486779278149e-02,-1.637605957835930326e-02,-2.659280308974310003e-02,-4.580727437445020200e-02
-6.549737050706916364e-02,4.351520896525951088e-02,2.232290322224583790e-02,-5.258801192549356074e-02,1.187104549798749797e-01,-5.166342301086324085e-02,5.270548245511541552e-03,-1.038688120389963387e-01,1.175480631837855228e-02,1.276092779341375660e-02
4.641761703662949934e-02,8.770923902104588166e-02,8.981907062098654082e-02,-4.224345130889517463e-02,3.802823344354675505e-01,-1.375812350447702670e-03,-8.356609333511322291e-02,3.610345638517564737e-02,2.484484767523587045e-02,-4.615390041031730561e-03
-8.843519367068175541e-03,1.121222524187839298e-01,-7.783437871034859512e-02,8.483897371620585659e-03,-3.116357084053814841e+00,-1.104953508898720571e-02,-7.508147776596008072e-02,-8.949748867753370973e-02,7.341107769509935821e-02,-8.166045464194837677e-02
