-7.107117385746697380e-02,-3.604346662504553933e-02,2.941059658406963706e-03,-1.095149176155532089e-01,-5.533974515992134968e-02,-2.706440099114111320e-01,2.985308549829923663e-03,-4.244749399914304888e-02,-1.004358145328980711e-01,-3.134269246716190338e-01
-4.377604043680793922e-02,-4.791734929150770483e-02,1.832081970632173373e-01,7.631956323624677907e-03,2.526958515220534274e-02,6.065090737488265660e-02,8.013386114868570331e-02,4.386872360240268165e-02,-2.417439421053986237e-01,-5.043559304941602761e-02
2.337200933130958447e-01,-4.541142652963792159e-03,-3.041439702574955106e-02,-6.116366224408054109e-02,-7.403597913041348733e-02,2.850897814015270093e+00,-3.264890024115274514e-02,-3.807999594146416200e-02,-8.461238681747484947e-02,-1.237625590861259894e-01
-1.214796955672525769e-01,-2.539009997167962496e-02,1.336743000160676154e-01,-8.228952901906705364e-02,3.399383070615247249e-02,-2.042549922264313977e-02,-8.325196923413535899e-02,3.936290904957484571e-02,-1.833645148074420916e-01,-1.391180276825494389e-01
-2.675029131436176932e+00,8.459774564333311098e-02,-2.662236043840771060e-02,-2.682216157871231133e-02,9.043984197012067128e-02,-3.981327130224165955e-02,-2.234909780602656326e-02,9.782135184140142159e-02,7.761380574293408330e-02,2.941302035613668764e-02
1.207583041276583113e-02,-6.462772168207298051e-02,1.048375858586760856e-01,2.542940609883359571e-02,-8.102330165209448154e-02,3.824591641234498240e-02,-1.146982664026943155e-01,-6.922187201105067800e-02,9.262918434456812733e-03,-1.028560510189180377e-03
-1.046555951415122365e-01,-6.437802898278377484e-02,-2.648593342153642283e-01,1.686809289827095881e-02,8.483669056130427322e-02,1.114757382172641975e-01,4.187739845237103964e-02,3.209797799552893682e-02,1.826907010755718375e-04,-1.942805172168782235e-02
-5.276371645860145065e-02,4.267821759718071206e-02,-2.335009471772639955e-01,9.435802120326197695e-02,-4.966477867464469398e-02,1.177455343348521311e-01,-1.708573521053224908e-02,7.743335552175611980e-02,-1.703547339962021567e-01,3.621962919759402766e-02
5.561126404281901969e-02,-1.981066031490374968e-02,-5.917940918666353411e-02,4.115984497250252394e-02,-1.512237539002523334e-01,2.439844862990772079e-01,-4.280585038277706644e-02,-8.494793702634861887e-02,8.871122463897052057e-02,-4.139829188073829158e-02
-1.357163795461762135e-01,1.512363434667571838e-01,1.408089409154471561e-01,-1.894092186765838903e-01,-2.326194660372467027e-01,-2.864781816034422945e-02,8.826757549455699348e-02,-4.409091868250936130e-02,1.590351892659169764e-02,1.303998372360792857e-01
